COMMON_USAGE_NAME,RESPONSIBILITY_AREA,LOCAL_GOVERNMENT_NAME,REST_AREA_TYPE,STAY_24_HOUR,OWNERSHIP,SURFACE,SURFACE_TYPE,CONSTRUCTED_SHELTER,NATURAL_SHADE,NUMBER_OF_BINS,NUMBER_OF_TOILETS,ACCESSIBLE_TOILETS,NUMBER_OF_TABLES,ACCESSIBLE_TABLES,LATITUDE,LONGITUDE
Brand Hwy,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,2,No,-31.179283859,115.800161688
Great Northern Hwy,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,1,Yes,0,No,-20.5760342249999,118.438697076
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.717923554,116.418917991
Albany Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-34.638442531,117.668854279
Great Northern Hwy,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,7,0,No,0,No,-20.364686701,118.631125701
Sues Rd,South West,Augusta - Margaret River,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-33.910424446,115.419841891
Albany Hwy,Wheatbelt,Boddington,Major Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,3,Yes,-32.777119849,116.593977789
Great Northern Hwy,Wheatbelt,Moora,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,2,No,-30.663641534,116.271865075
Mullewa Wubin Rd,Mid West-Gascoyne,Perenjori,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.4919518139999,116.308749658
Leonora Laverton Rd,Goldfields - Esperance,Laverton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.6023595679999,122.208436926
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.8213423829999,128.272887424
Coalfields Rd,South West,Harvey,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,Yes,-33.297410913,115.867071571
Donnan St,Wheatbelt,Tammin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,4,No,-31.641601696,117.48537153
Great Eastern Hwy,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-31.42202123,118.424111438
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.981365002,119.994196738
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-24.5328834699999,113.96543469
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-20.431856561,118.554366784
Brookton-Corrigin Rd,Wheatbelt,Brookton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.309542499,117.251953024
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.063434856,117.306959008
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.36132328,114.068411343
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-23.4400376729999,114.278312105
Mullewa Wubin Rd,Mid West-Gascoyne,Morawa,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.860212367,115.795981148
Albany Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,0,No,2,No,-34.5342855069999,117.601641716
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,0,No,-33.752958668,117.131743851
Gnowangerup Jerramungup Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.0260084139999,118.173514696
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.2656756609999,114.409519848
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-27.4790411609999,120.536387551
Muir Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.5710919329999,117.232838218
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,2,0,No,6,Yes,-20.3667139419999,118.631567187
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-20.4382949289999,118.551710809
Albany Hwy,Great Southern,Woodanilling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,2,0,No,1,No,-33.5464452219999,117.084474505
Great Eastern Hwy,Wheatbelt,Tammin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,2,No,-31.641377694,117.405579822
Anzac Dr,Goldfields - Esperance,Kalgoorlie - Boulder (C),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,No,-30.7949237669999,121.436577574
Gnowangerup Jerramungup Rd,Great Southern,Gnowangerup,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-34.0249038929999,118.293620014
North West Coastal Hwy,Pilbara,Karratha (C),Major Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,2,Yes,-20.986160567,116.348342841
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,2,0,No,2,Yes,-24.765113984,119.568113552
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.5972765509999,119.916577327
Goldfields Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.201387622,121.646777385
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-32.0814721089999,123.086273098
Great Southern Hwy,Wheatbelt,York,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,1,No,-31.896153598,116.755949074
Coolgardie Esperance Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.4566971959999,121.688066154
Dumbleyung Lake Grace Rd,Wheatbelt,Dumbleyung,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.1226324159999,118.16726996
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-34.872163149,118.030355156
Lake Grace Newdegate Rd,Wheatbelt,Lake Grace,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-33.100721452,118.875112101
South Coast Hwy,Great Southern,Denmark,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,1,0,No,1,No,-34.991035551,117.10855196
Newdegate Ravensthorpe Rd,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,2,0,No,1,No,-33.5263447409999,119.993003529
Agnew Sandstone Rd,Goldfields - Esperance,Sandstone,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-27.9518491009999,119.484920525
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.969107806,117.084874032
Brockman Hwy,South West,Nannup,Minor Rest Area,No,Main Roads,Surfaced,Primer Seal,No,Yes,0,0,No,0,No,-34.1607897559999,115.468586049
Midlands Rd,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,0,No,1,No,-29.883026096,116.022024351
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.2644501689999,117.241841699
Pioneer Dr,Wheatbelt,Narrogin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-32.934124988,117.179989866
Goomalling Wyalkatchem Rd,Wheatbelt,Dowerin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-31.1815777809999,117.187109124
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.0540356659999,113.890713316
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,0,No,-32.1105049449999,121.901498629
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-32.173952352,123.273439502
Stewart Rd,South West,Nannup,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-34.182537629,115.566948372
Lake Grace Newdegate Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.102073891,118.76601797
Piesse St,Mid West-Gascoyne,Yalgoo,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.345883962,116.680579519
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-22.630258726,115.406294746
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,3,0,No,0,No,-22.543739014,118.71888989
Albany Hwy,Wheatbelt,Boddington,Heavy Vehicle Rest Area,Yes,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,1,No,-32.732965329,116.568595244
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,No,-30.8460460169999,115.606604356
Coolgardie Esperance Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.569278348,121.590050074
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-20.758303898,116.98662334
Great Eastern Hwy,Wheatbelt,Northam,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.6417462209999,116.929135005
Donnybrook Kojonup Rd,South West,Boyup Brook,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.9337744379999,116.6194015
Great Northern Hwy,Pilbara,Meekatharra,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-23.587718788,119.773598957
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.2920196279999,118.736112531
George Grey Dr,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-28.043897952,114.192536111
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.189915281,116.198727289
Tower St,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,Yes,No,5,0,No,1,No,-28.893682406,121.330078236
South Western Hwy,South West,Murray,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,0,No,-32.491980046,115.982286325
Forrest Hwy,South West,Harvey,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-32.9747493089999,115.728181333
South Coast Hwy,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.1278096629999,118.938061887
Great Northern Hwy,Kimberley,Halls Creek,Major Rest Area,Yes,Main Roads,Surfaced,Single Seal,No,Yes,1,3,Yes,1,No,-18.7286610529999,126.860230609
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-25.983623977,114.301343519
Midlands Rd,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,2,No,-29.254155603,115.014145976
Great Northern Hwy,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.0490003319999,118.848537375
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-32.060536019,122.709841287
Bindoon Moora Rd,Wheatbelt,Victoria Plains,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-30.990459018,116.040270649
Gnowangerup Jerramungup Rd,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.9532342919999,118.728971038
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.6741240219999,120.693441017
Northam Pithara Rd,Wheatbelt,Wongan - Ballidu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-30.636909986,116.770751296
Midlands Rd,Wheatbelt,Moora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,No,-30.3598093109999,116.057054688
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.002724203,126.277295792
Ripon Hills Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-21.280144799,120.607589736
Karijini Dr,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.675009443,117.896919402
Donnybrook Kojonup Rd,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.838451058,117.108908324
Great Northern Hwy,Pilbara,Ashburton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.6261987679999,118.701346385
Indian Ocean Dr,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,5,0,No,2,No,-31.3725073539999,115.621429795
Goldfields Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.3240370349999,121.286888866
Kondinin Hyden Rd,Wheatbelt,Kondinin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.496074958,118.569125985
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,0,0,No,0,No,-20.7617853529999,117.138917514
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.647334132,120.446140463
North West Coastal Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,0,No,1,Yes,-20.699240709,118.30279172
Great Northern Hwy,Kimberley,Derby - West Kimberley,Major Rest Area,Yes,Main Roads,Surfaced,Single Seal,Yes,Yes,1,2,Yes,2,No,-17.960019605,124.836829586
Mullewa Wubin Rd,Mid West-Gascoyne,Morawa,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-29.018566601,115.938679972
Great Northern Hwy,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-29.286719928,117.480732029
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,5,1,Yes,3,No,-23.5423341709999,113.963495695
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.4217834999999,113.950560782
Great Eastern Hwy,Wheatbelt,Merredin,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-31.4057803069999,118.457135748
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.706349718,116.3798678
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-33.8426203889999,117.162674333
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-28.11181393,117.954172214
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-27.472769501,114.706221315
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-28.15237049,118.075346493
Midlands Rd,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-30.0371042899999,116.077689658
Madigan Rd,Pilbara,Karratha (C),Heavy Vehicle Rest Area,Unknown,Main Roads,Surfaced,Two Coat Seal,No,No,0,0,No,0,No,-20.791602274,116.776939871
Great Northern Hwy,Kimberley,Halls Creek,Major Rest Area,Yes,Main Roads,Surfaced,Single Seal,Yes,Yes,1,3,Yes,2,No,-17.4323667789999,127.990437669
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.437423117,113.953379746
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.258713622,114.097175266
Newdegate Ravensthorpe Rd,Great Southern,Ravensthorpe,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.432877097,119.937284831
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-23.1152900169999,113.873316414
Midlands Rd,Mid West-Gascoyne,Mingenew,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.200171579,115.455834191
Great Northern Hwy,Mid West-Gascoyne,Dalwallinu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,Yes,-30.069979783,116.676420634
Great Northern Hwy,Mid West-Gascoyne,Dalwallinu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,Yes,-29.934165659,116.88219859
Great Northern Hwy,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-29.1534181599999,117.706284667
Chester Pass Rd,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.435972039,118.072344988
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-24.5350733139999,113.963528346
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.3929741269999,121.698133514
Great Northern Hwy,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-28.629845856,117.785385742
Great Eastern Hwy,Wheatbelt,Kellerberrin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,1,Yes,-31.593474941,117.924679894
Marble Bar Rd,Pilbara,East Pilbara,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,4,0,No,0,No,-21.1656179089999,119.82577011
Sues Rd,South West,Augusta - Margaret River,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-34.095562115,115.40304795
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,2,No,-24.865134204,113.701628117
Great Northern Hwy,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,3,0,No,0,No,-20.709306931,118.490378191
Mullewa Wubin Rd,Mid West-Gascoyne,Dalwallinu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,1,No,-30.002654084,116.582278916
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.6758399349999,128.880200803
Coalfields Rd,South West,Harvey,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,1,No,-33.302000095,115.856245005
Brand Hwy,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,2,No,-31.197947744,115.802612143
Newdegate Ravensthorpe Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.258485486,119.752971624
Eyre Hwy,Goldfields - Esperance,Dundas,Major Rest Area,Yes,Main Roads,Surfaced,Two Coat Seal,No,Yes,4,1,No,3,No,-32.0730879709999,122.592834845
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,5,0,No,0,No,-23.340234482,114.343163055
Burkett Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-22.668764527,114.008575595
South Coast Hwy,Great Southern,Ravensthorpe,Major Rest Area,Yes,Main Roads,Unsurfaced,Unknown,Yes,Yes,2,1,No,1,No,-33.703505014,120.860659255
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-32.066560855,122.423427235
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.7130813009999,114.947689161
Brand Hwy,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,0,No,-30.0384472379999,115.32634091
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,1,No,-32.4536774649999,123.953729519
Chapman Valley Rd,Mid West-Gascoyne,Chapman Valley,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.3771390159999,114.914707558
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,2,Yes,0,No,-20.856014393,116.597870253
South Western Hwy,South West,Donnybrook - Balingup,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,3,0,No,0,No,-33.601582773,115.853586513
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.65160356,119.205081331
Chester Pass Rd,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.7142675069999,117.959584244
Brookton-Corrigin Rd,Wheatbelt,Corrigin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.332047568,117.840901358
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-25.346293972,113.957059201
George Grey Dr,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.1494927699999,114.253271497
Forrest Hwy,South West,Waroona,Major Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,No,No,1,0,No,0,No,-32.848210271,115.727143443
Great Eastern Hwy,Wheatbelt,Northam,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-31.6554582979999,116.636145592
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-25.9698031199999,118.775662582
Brookton-Corrigin Rd,Wheatbelt,Corrigin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.3732405329999,117.649051353
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.603773264,118.487495058
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,3,0,No,0,No,-23.177973422,119.916362608
Great Northern Hwy,Pilbara,East Pilbara,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,3,0,No,0,No,-22.053904723,118.803118564
Brand Hwy,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-28.9770579939999,114.782756473
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.0901719519999,125.830693266
