COMMON_USAGE_NAME,RESPONSIBILITY_AREA,LOCAL_GOVERNMENT_NAME,REST_AREA_TYPE,STAY_24_HOUR,OWNERSHIP,SURFACE,SURFACE_TYPE,CONSTRUCTED_SHELTER,NATURAL_SHADE,NUMBER_OF_BINS,NUMBER_OF_TOILETS,ACCESSIBLE_TOILETS,NUMBER_OF_TABLES,ACCESSIBLE_TABLES,LATITUDE,LONGITUDE
Dumbleyung Lake Grace Rd,Wheatbelt,Dumbleyung,Heavy Vehicle Rest Area,Yes,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-33.20544019,117.8625315
Albany Hwy,Wheatbelt,Boddington,Roadhouse,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,2,No,-32.57995922,116.4439615
Mullewa Wubin Rd,Mid West-Gascoyne,Morawa,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.10998006,115.9887779
Marble Bar Rd,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-20.38652994,118.9756765
Forrest Hwy,South West,Dardanup,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,4,0,No,1,No,-33.32021137,115.7248905
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.18845162,116.1994792
Goldfields Hwy,Goldfields - Esperance,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-26.47343607,118.9272301
Coalfields Rd,South West,Collie,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.37142743,116.2039989
Forrest Hwy,South West,Murray,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,3,0,No,0,No,-32.62941551,115.8142425
Brand Hwy,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,2,No,-31.17928386,115.8001617
Great Northern Hwy,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,1,Yes,0,No,-20.57603422,118.4386971
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.71792355,116.418918
Albany Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-34.63844253,117.6688543
Great Northern Hwy,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,7,0,No,0,No,-20.3646867,118.6311257
Sues Rd,South West,Augusta - Margaret River,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-33.91042445,115.4198419
Albany Hwy,Wheatbelt,Boddington,Major Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,3,Yes,-32.77711985,116.5939778
Great Northern Hwy,Wheatbelt,Moora,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,2,No,-30.66364153,116.2718651
Mullewa Wubin Rd,Mid West-Gascoyne,Perenjori,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-29.49195181,116.3087497
Leonora Laverton Rd,Goldfields - Esperance,Laverton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.60235957,122.2084369
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-31.82134238,128.2728874
Coalfields Rd,South West,Harvey,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,Yes,-33.29741091,115.8670716
Donnan St,Wheatbelt,Tammin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,4,No,-31.6416017,117.4853715
Great Eastern Hwy,Wheatbelt,Merredin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-31.42202123,118.4241114
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.981365,119.9941967
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-24.53288347,113.9654347
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-20.43185656,118.5543668
Brookton-Corrigin Rd,Wheatbelt,Brookton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.3095425,117.251953
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.06343486,117.306959
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.36132328,114.0684113
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-23.44003767,114.2783121
Mullewa Wubin Rd,Mid West-Gascoyne,Morawa,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.86021237,115.7959811
Albany Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,1,0,No,2,No,-34.53428551,117.6016417
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,0,No,-33.75295867,117.1317439
Gnowangerup Jerramungup Rd,Great Southern,Gnowangerup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.02600841,118.1735147
North West Coastal Hwy,Mid West-Gascoyne,Shark Bay,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.26567566,114.4095198
Goldfields Hwy,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-27.47904116,120.5363876
Muir Hwy,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.57109193,117.2328382
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,2,0,No,6,Yes,-20.36671394,118.6315672
Great Northern Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-20.43829493,118.5517108
Albany Hwy,Great Southern,Woodanilling,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,2,0,No,1,No,-33.54644522,117.0844745
Great Eastern Hwy,Wheatbelt,Tammin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,2,No,-31.64137769,117.4055798
Anzac Dr,Goldfields - Esperance,Kalgoorlie - Boulder (C),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,1,No,-30.79492377,121.4365776
Gnowangerup Jerramungup Rd,Great Southern,Gnowangerup,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-34.02490389,118.29362
North West Coastal Hwy,Pilbara,Karratha (C),Major Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,No,2,0,No,2,Yes,-20.98616057,116.3483428
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,2,0,No,2,Yes,-24.76511398,119.5681136
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.59727655,119.9165773
Goldfields Hwy,Goldfields - Esperance,Coolgardie,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.20138762,121.6467774
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-32.08147211,123.0862731
Great Southern Hwy,Wheatbelt,York,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,1,0,No,1,No,-31.8961536,116.7559491
Coolgardie Esperance Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.4566972,121.6880662
Dumbleyung Lake Grace Rd,Wheatbelt,Dumbleyung,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.12263242,118.16727
South Coast Hwy,Great Southern,Albany (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-34.87216315,118.0303552
Lake Grace Newdegate Rd,Wheatbelt,Lake Grace,Heavy Vehicle Rest Area,Yes,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-33.10072145,118.8751121
South Coast Hwy,Great Southern,Denmark,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,Yes,Yes,1,0,No,1,No,-34.99103555,117.108552
Newdegate Ravensthorpe Rd,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,Yes,2,0,No,1,No,-33.52634474,119.9930035
Agnew Sandstone Rd,Goldfields - Esperance,Sandstone,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-27.9518491,119.4849205
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.96910781,117.084874
Brockman Hwy,South West,Nannup,Minor Rest Area,No,Main Roads,Surfaced,Primer Seal,No,Yes,0,0,No,0,No,-34.16078976,115.468586
Midlands Rd,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,0,No,1,No,-29.8830261,116.0220244
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.26445017,117.2418417
Pioneer Dr,Wheatbelt,Narrogin,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,0,0,No,0,No,-32.93412499,117.1799899
Goomalling Wyalkatchem Rd,Wheatbelt,Dowerin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-31.18157778,117.1871091
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.05403567,113.8907133
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,0,No,-32.11050494,121.9014986
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-32.17395235,123.2734395
Stewart Rd,South West,Nannup,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-34.18253763,115.5669484
Lake Grace Newdegate Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.10207389,118.766018
Piesse St,Mid West-Gascoyne,Yalgoo,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-28.34588396,116.6805795
North West Coastal Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-22.63025873,115.4062947
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,3,0,No,0,No,-22.54373901,118.7188899
Albany Hwy,Wheatbelt,Boddington,Heavy Vehicle Rest Area,Yes,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,1,No,-32.73296533,116.5685952
Brand Hwy,Mid West-Gascoyne,Dandaragan,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,No,-30.84604602,115.6066044
Coolgardie Esperance Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.56927835,121.5900501
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-20.7583039,116.9866233
Great Eastern Hwy,Wheatbelt,Northam,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,No,-31.64174622,116.929135
Donnybrook Kojonup Rd,South West,Boyup Brook,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,0,0,No,0,No,-33.93377444,116.6194015
Great Northern Hwy,Pilbara,Meekatharra,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-23.58771879,119.773599
Great Northern Hwy,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.29201963,118.7361125
George Grey Dr,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-28.04389795,114.1925361
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-21.18991528,116.1987273
Tower St,Goldfields - Esperance,Leonora,Minor Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,Yes,No,5,0,No,1,No,-28.89368241,121.3300782
South Western Hwy,South West,Murray,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,0,No,-32.49198005,115.9822863
Forrest Hwy,South West,Harvey,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-32.97474931,115.7281813
South Coast Hwy,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-34.12780966,118.9380619
Great Northern Hwy,Kimberley,Halls Creek,Major Rest Area,Yes,Main Roads,Surfaced,Single Seal,No,Yes,1,3,Yes,1,No,-18.72866105,126.8602306
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-25.98362398,114.3013435
Midlands Rd,Mid West-Gascoyne,Irwin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,2,No,-29.2541556,115.014146
Great Northern Hwy,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.04900033,118.8485374
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-32.06053602,122.7098413
Bindoon Moora Rd,Wheatbelt,Victoria Plains,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-30.99045902,116.0402706
Gnowangerup Jerramungup Rd,Great Southern,Jerramungup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.95323429,118.728971
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.67412402,120.693441
Northam Pithara Rd,Wheatbelt,Wongan - Ballidu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-30.63690999,116.7707513
Midlands Rd,Wheatbelt,Moora,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,No,-30.35980931,116.0570547
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.0027242,126.2772958
Ripon Hills Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-21.2801448,120.6075897
Karijini Dr,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.67500944,117.8969194
Donnybrook Kojonup Rd,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.83845106,117.1089083
Great Northern Hwy,Pilbara,Ashburton,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-22.62619877,118.7013464
Indian Ocean Dr,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,5,0,No,2,No,-31.37250735,115.6214298
Goldfields Hwy,Goldfields - Esperance,Kalgoorlie - Boulder (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-30.32403703,121.2868889
Kondinin Hyden Rd,Wheatbelt,Kondinin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.49607496,118.569126
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,0,0,No,0,No,-20.76178535,117.1389175
South Coast Hwy,Great Southern,Ravensthorpe,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.64733413,120.4461405
North West Coastal Hwy,Pilbara,Port Hedland (T),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,Yes,Yes,1,0,No,1,Yes,-20.69924071,118.3027917
Great Northern Hwy,Kimberley,Derby - West Kimberley,Major Rest Area,Yes,Main Roads,Surfaced,Single Seal,Yes,Yes,1,2,Yes,2,No,-17.96001961,124.8368296
Mullewa Wubin Rd,Mid West-Gascoyne,Morawa,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-29.0185666,115.93868
Great Northern Hwy,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-29.28671993,117.480732
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Major Rest Area,No,Main Roads,Unsurfaced,Unknown,Yes,No,5,1,Yes,3,No,-23.54233417,113.9634957
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.4217835,113.9505608
Great Eastern Hwy,Wheatbelt,Merredin,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,1,No,-31.40578031,118.4571357
Nanutarra Munjina Rd,Pilbara,Ashburton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-22.70634972,116.3798678
Albany Hwy,Great Southern,Kojonup,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,1,0,No,0,No,-33.84262039,117.1626743
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-28.11181393,117.9541722
North West Coastal Hwy,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-27.4727695,114.7062213
Mt Magnet Sandstone Rd,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,1,0,No,0,No,-28.15237049,118.0753465
Midlands Rd,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,0,No,-30.03710429,116.0776897
Madigan Rd,Pilbara,Karratha (C),Heavy Vehicle Rest Area,Unknown,Main Roads,Surfaced,Two Coat Seal,No,No,0,0,No,0,No,-20.79160227,116.7769399
Great Northern Hwy,Kimberley,Halls Creek,Major Rest Area,Yes,Main Roads,Surfaced,Single Seal,Yes,Yes,1,3,Yes,2,No,-17.43236678,127.9904377
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-23.43742312,113.9533797
Minilya Exmouth Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-22.25871362,114.0971753
Newdegate Ravensthorpe Rd,Great Southern,Ravensthorpe,Heavy Vehicle Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.4328771,119.9372848
Minilya Exmouth Rd,Mid West-Gascoyne,Carnarvon,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-23.11529002,113.8733164
Midlands Rd,Mid West-Gascoyne,Mingenew,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-29.20017158,115.4558342
Great Northern Hwy,Mid West-Gascoyne,Dalwallinu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,2,Yes,-30.06997978,116.6764206
Great Northern Hwy,Mid West-Gascoyne,Dalwallinu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,2,0,No,1,Yes,-29.93416566,116.8821986
Great Northern Hwy,Mid West-Gascoyne,Yalgoo,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-29.15341816,117.7062847
Chester Pass Rd,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.43597204,118.072345
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-24.53507331,113.9635283
Coolgardie Esperance Hwy,Goldfields - Esperance,Esperance,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-33.39297413,121.6981335
Great Northern Hwy,Mid West-Gascoyne,Mount Magnet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-28.62984586,117.7853857
Great Eastern Hwy,Wheatbelt,Kellerberrin,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,1,Yes,-31.59347494,117.9246799
Marble Bar Rd,Pilbara,East Pilbara,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,4,0,No,0,No,-21.16561791,119.8257701
Sues Rd,South West,Augusta - Margaret River,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,0,0,No,0,No,-34.09556212,115.403048
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,2,0,No,2,No,-24.8651342,113.7016281
Great Northern Hwy,Pilbara,Port Hedland (T),Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,3,0,No,0,No,-20.70930693,118.4903782
Mullewa Wubin Rd,Mid West-Gascoyne,Dalwallinu,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,1,No,-30.00265408,116.5822789
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-31.67583993,128.8802008
Coalfields Rd,South West,Harvey,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,1,No,-33.3020001,115.856245
Brand Hwy,Mid West-Gascoyne,Gingin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,3,0,No,2,No,-31.19794774,115.8026121
Newdegate Ravensthorpe Rd,Wheatbelt,Lake Grace,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-33.25848549,119.7529716
Eyre Hwy,Goldfields - Esperance,Dundas,Major Rest Area,Yes,Main Roads,Surfaced,Two Coat Seal,No,Yes,4,1,No,3,No,-32.07308797,122.5928348
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,5,0,No,0,No,-23.34023448,114.3431631
Burkett Rd,Mid West-Gascoyne,Exmouth,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,0,0,No,0,No,-22.66876453,114.0085756
South Coast Hwy,Great Southern,Ravensthorpe,Major Rest Area,Yes,Main Roads,Unsurfaced,Unknown,Yes,Yes,2,1,No,1,No,-33.70350501,120.8606593
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-32.06656086,122.4234272
Geraldton Mt Magnet Rd,Mid West-Gascoyne,Greater Geraldton (C),Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-28.7130813,114.9476892
Brand Hwy,Mid West-Gascoyne,Coorow,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,Yes,1,0,No,0,No,-30.03844724,115.3263409
Eyre Hwy,Goldfields - Esperance,Dundas,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,1,No,-32.45367746,123.9537295
Chapman Valley Rd,Mid West-Gascoyne,Chapman Valley,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.37713902,114.9147076
North West Coastal Hwy,Pilbara,Karratha (C),Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,2,Yes,0,No,-20.85601439,116.5978703
South Western Hwy,South West,Donnybrook - Balingup,Major Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,3,0,No,0,No,-33.60158277,115.8535865
Marble Bar Rd,Pilbara,East Pilbara,Minor Rest Area,No,Main Roads,Surfaced,Single Seal,No,No,2,0,No,0,No,-20.65160356,119.2050813
Chester Pass Rd,Great Southern,Plantagenet,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-34.71426751,117.9595842
Brookton-Corrigin Rd,Wheatbelt,Corrigin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-32.33204757,117.8409014
North West Coastal Hwy,Mid West-Gascoyne,Carnarvon,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-25.34629397,113.9570592
George Grey Dr,Mid West-Gascoyne,Northampton,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,1,0,No,0,No,-28.14949277,114.2532715
Forrest Hwy,South West,Waroona,Major Rest Area,No,Main Roads,Surfaced,Asphalt Dense Graded,No,No,1,0,No,0,No,-32.84821027,115.7271434
Great Eastern Hwy,Wheatbelt,Northam,Minor Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,Yes,2,0,No,0,No,-31.6554583,116.6361456
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Heavy Vehicle Rest Area,No,Main Roads,Surfaced,Two Coat Seal,No,No,2,0,No,0,No,-25.96980312,118.7756626
Brookton-Corrigin Rd,Wheatbelt,Corrigin,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,Yes,1,0,No,0,No,-32.37324053,117.6490514
Great Northern Hwy,Mid West-Gascoyne,Meekatharra,Minor Rest Area,No,Main Roads,Unsurfaced,Unknown,No,No,2,0,No,0,No,-26.60377326,118.4874951
